Country,State,District,Year,"Apprentices Enrolled In The Program (UOM:Number), Scaling Factor:1","Training Centers Established For The Program (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2016",84,3
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2016",0,0
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2016",2,9
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2016",0,0
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2016",0,0
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2016",503,101
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2016",318,16
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2016",610,9
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2016",414,3
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2016",583,15
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2016",0,0
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2016",841,11
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2016",731,80
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2016",11,0
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2016",212,124
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2016",64,3
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2016",261,0
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2016",25,0
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2016",692,27
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2016",40,12
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2016",516,334
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2016",144,1
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2016",1780,115
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2016",1640,47
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2016",240,4
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2016",32,11
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2016",2236,98
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2016",0,0
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2016",81,0
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2016",3531,367
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2016",482,114
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2016",270,28
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2016",201,77
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2016",466,169
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2016",188,20
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2016",235,47
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2016",1962,269
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2016",1191,138
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2016",216,8
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2016",48,6
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2016",199,8
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2016",0,1
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2016",0,2
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2016",0,2
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Noney,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2016",0,0
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2016",0,4
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2016",0,1
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2016",0,0
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2016",0,2
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2016",0,0
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2016",0,0
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2016",415,15
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2016",176,18
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2016",70,14
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2016",122,6
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2016",0,1
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2016",2,1
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2016",124,16
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2016",0,0
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2016",12,4
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2016",0,1
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2016",237,42
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2016",172,7
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2016",92,8
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2016",51,7
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2016",42,13
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2016",8,13
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2016",2,2
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2016",174,36
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2016",201,45
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2016",462,15
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2016",21,2
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2016",0,7
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2016",11,2
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2016",13,3
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2016",30,9
India,Odisha,Puri,"Financial Year (Apr - Mar), 2016",82,15
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2016",176,16
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2016",233,20
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2016",74,2
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2016",504,42
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2016",254,29
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2016",2,6
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2016",234,73
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2016",14,1
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2016",63,49
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2016",16,1
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2016",26,2
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2016",23,23
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2016",13,11
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2016",0,6
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2016",25,6
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2016",50,51
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2016",33,28
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2016",53,22
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2016",198,9
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2016",60,45
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2016",17,0
India,Punjab,Moga,"Financial Year (Apr - Mar), 2016",31,14
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2016",38,5
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2016",1034,34
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2016",185,9
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2016",158,24
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2016",48,7
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2016",48,8
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2016",17,1
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2016",46,3
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2016",162,50
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2016",531,34
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2016",9,4
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2016",2,3
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2016",0,0
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2016",34,7
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2016",4,10
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2016",30,8
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2016",40,5
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2016",82,6
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2016",12,6
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2016",25,2
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2016",32,5
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2016",0,3
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2016",31,12
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2016",6,9
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2016",213,34
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2016",17,2
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2016",0,0
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2016",20,4
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2016",116,3
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2016",96,22
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2016",0,1
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2016",229,15
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2016",45,7
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2016",55,4
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2016",0,0
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2016",36,1
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2016",0,1
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2016",9,5
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2016",0,5
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2016",2,3
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2016",5,23
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2016",23,4
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2016",0,0
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2016",0,0
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2016",0,1
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2016",118,2
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2016",0,0
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2016",1481,78
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2016",414,108
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2016",739,23
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2016",0,2
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2016",80,9
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2016",39,9
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2016",0,0
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2016",508,79
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2016",66,3
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2016",182,3
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2016",560,38
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2016",104,62
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2016",0,2
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2016",15,17
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2016",54,4
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2016",249,9
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2016",2,2
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2016",0,0
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2016",225,42
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2016",39,9
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2016",0,0
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2016",55,14
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2016",4,3
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2016",11,6
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2016",626,64
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2016",0,1
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2016",1537,20
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2016",63,20
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2016",0,0
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2016",10,5
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2016",0,4
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2016",38,10
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2016",553,31
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2016",35,19
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2016",53,10
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2016",181,41
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2016",1581,77
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2016",56,7
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2016",136,27
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2016",64,19
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2016",5,1
India,Telangana,Medak,"Financial Year (Apr - Mar), 2016",1426,38
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2016",465,12
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2016",19,12
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2016",4,5
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2016",878,71
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2016",107,5
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2016",0,1
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2016",0,0
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2016",5,12
India,Telangana,Yadadri Bhuvanagiri,"Financial Year (Apr - Mar), 2016",0,0
India,The Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,"Financial Year (Apr - Mar), 2016",32,11
India,The Dadra and Nagar Haveli and Daman and Diu,Daman,"Financial Year (Apr - Mar), 2016",3,6
India,The Dadra and Nagar Haveli and Daman and Diu,Diu,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2016",0,1
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2016",0,1
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2016",0,0
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2016",2,3
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2016",231,32
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2016",61,18
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2016",19,6
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2016",259,27
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2016",24,16
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2016",1,3
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2016",89,50
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2016",63,36
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2016",4,7
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2016",0,1
India,Uttar Pradesh,Ballia,"Financial Year (Apr - Mar), 2016",0,0
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2016",18,8
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2016",4,4
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2016",59,11
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2016",230,41
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2016",0,3
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2016",0,2
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2016",52,21
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2016",2,7
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2016",33,27
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2016",62,11
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2016",6,3
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2016",135,15
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2016",16,8
India,Uttar Pradesh,Etawah,"Financial Year (Apr - Mar), 2016",1,1
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2016",0,1
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2016",12,6
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2016",51,1
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2016",6672,240
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2016",496,121
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2016",119,13
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2016",0,5
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2016",240,28
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2016",13,2
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2016",19,9
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2016",82,6
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2016",0,7
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2016",0,12
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2016",9,6
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2016",498,15
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2016",0,18
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2016",31,3
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2016",863,35
India,Uttar Pradesh,Kasganj,"Financial Year (Apr - Mar), 2016",4,4
India,Uttar Pradesh,Kaushambi,"Financial Year (Apr - Mar), 2016",0,0
India,Uttar Pradesh,Kheri,"Financial Year (Apr - Mar), 2016",42,6
India,Uttar Pradesh,Kushi Nagar,"Financial Year (Apr - Mar), 2016",37,8
India,Uttar Pradesh,Lalitpur,"Financial Year (Apr - Mar), 2016",3,2
India,Uttar Pradesh,Lucknow,"Financial Year (Apr - Mar), 2016",1259,102
India,Uttar Pradesh,Mahoba,"Financial Year (Apr - Mar), 2016",0,0
India,Uttar Pradesh,Mahrajganj,"Financial Year (Apr - Mar), 2016",4,2
India,Uttar Pradesh,Mainpuri,"Financial Year (Apr - Mar), 2016",0,12
India,Uttar Pradesh,Mathura,"Financial Year (Apr - Mar), 2016",66,16
India,Uttar Pradesh,Mau,"Financial Year (Apr - Mar), 2016",40,5
India,Uttar Pradesh,Meerut,"Financial Year (Apr - Mar), 2016",339,47
India,Uttar Pradesh,Mirzapur,"Financial Year (Apr - Mar), 2016",35,9
India,Uttar Pradesh,Moradabad,"Financial Year (Apr - Mar), 2016",21,7
India,Uttar Pradesh,Muzaffarnagar,"Financial Year (Apr - Mar), 2016",54,15
India,Uttar Pradesh,Pilibhit,"Financial Year (Apr - Mar), 2016",22,10
India,Uttar Pradesh,Pratapgarh,"Financial Year (Apr - Mar), 2016",0,5
India,Uttar Pradesh,Prayagraj,"Financial Year (Apr - Mar), 2016",240,41
India,Uttar Pradesh,Rae Bareli,"Financial Year (Apr - Mar), 2016",1,14
India,Uttar Pradesh,Rampur,"Financial Year (Apr - Mar), 2016",38,13
India,Uttar Pradesh,Saharanpur,"Financial Year (Apr - Mar), 2016",12,17
India,Uttar Pradesh,Sambhal,"Financial Year (Apr - Mar), 2016",19,10
India,Uttar Pradesh,Sant Kabir Nagar,"Financial Year (Apr - Mar), 2016",0,2
India,Uttar Pradesh,Shahjahanpur,"Financial Year (Apr - Mar), 2016",44,4
India,Uttar Pradesh,Shamli,"Financial Year (Apr - Mar), 2016",57,9
India,Uttar Pradesh,Shrawasti,"Financial Year (Apr - Mar), 2016",0,0
India,Uttar Pradesh,Siddharth Nagar,"Financial Year (Apr - Mar), 2016",0,2
India,Uttar Pradesh,Sitapur,"Financial Year (Apr - Mar), 2016",287,34
India,Uttar Pradesh,Sonbhadra,"Financial Year (Apr - Mar), 2016",344,12
India,Uttar Pradesh,Sultanpur,"Financial Year (Apr - Mar), 2016",24,14
India,Uttar Pradesh,Unnao,"Financial Year (Apr - Mar), 2016",0,2
India,Uttar Pradesh,Varanasi,"Financial Year (Apr - Mar), 2016",406,47
India,Uttarakhand,Almora,"Financial Year (Apr - Mar), 2016",0,2
India,Uttarakhand,Bageshwar,"Financial Year (Apr - Mar), 2016",3,4
India,Uttarakhand,Chamoli,"Financial Year (Apr - Mar), 2016",0,2
India,Uttarakhand,Champawat,"Financial Year (Apr - Mar), 2016",19,0
India,Uttarakhand,Dehradun,"Financial Year (Apr - Mar), 2016",197,46
India,Uttarakhand,Haridwar,"Financial Year (Apr - Mar), 2016",697,46
India,Uttarakhand,Nainital,"Financial Year (Apr - Mar), 2016",6,12
India,Uttarakhand,Pauri Garhwal,"Financial Year (Apr - Mar), 2016",88,9
India,Uttarakhand,Pithoragarh,"Financial Year (Apr - Mar), 2016",21,5
India,Uttarakhand,Rudra Prayag,"Financial Year (Apr - Mar), 2016",0,3
India,Uttarakhand,Tehri Garhwal,"Financial Year (Apr - Mar), 2016",0,5
India,Uttarakhand,Udam Singh Nagar,"Financial Year (Apr - Mar), 2016",575,63
India,Uttarakhand,Uttar Kashi,"Financial Year (Apr - Mar), 2016",13,4
India,West Bengal,Alipurduar,"Financial Year (Apr - Mar), 2016",0,0
India,West Bengal,Bankura,"Financial Year (Apr - Mar), 2016",3,0
India,West Bengal,Birbhum,"Financial Year (Apr - Mar), 2016",0,0
