Country,State,District,Year,"Apprentices Enrolled In The Program (UOM:Number), Scaling Factor:1","Training Centers Established For The Program (UOM:Number), Scaling Factor:1"
India,Andaman and Nicobar Islands,Nicobars,"Financial Year (Apr - Mar), 2021",0,0
India,Andaman and Nicobar Islands,North and Middle Andaman,"Financial Year (Apr - Mar), 2021",0,0
India,Andaman and Nicobar Islands,South Andamans,"Financial Year (Apr - Mar), 2021",10,2
India,Andhra Pradesh,Ananthapuramu,"Financial Year (Apr - Mar), 2021",574,34
India,Andhra Pradesh,Chittoor,"Financial Year (Apr - Mar), 2021",2287,44
India,Andhra Pradesh,East Godavari,"Financial Year (Apr - Mar), 2021",1393,46
India,Andhra Pradesh,Guntur,"Financial Year (Apr - Mar), 2021",3576,68
India,Andhra Pradesh,Krishna,"Financial Year (Apr - Mar), 2021",1567,33
India,Andhra Pradesh,Kurnool,"Financial Year (Apr - Mar), 2021",2679,67
India,Andhra Pradesh,Prakasam,"Financial Year (Apr - Mar), 2021",243,42
India,Andhra Pradesh,Sri Potti Sriramulu Nellore,"Financial Year (Apr - Mar), 2021",448,17
India,Andhra Pradesh,Srikakulam,"Financial Year (Apr - Mar), 2021",392,7
India,Andhra Pradesh,Visakhapatnam,"Financial Year (Apr - Mar), 2021",3643,48
India,Andhra Pradesh,Vizianagaram,"Financial Year (Apr - Mar), 2021",308,9
India,Andhra Pradesh,West Godavari,"Financial Year (Apr - Mar), 2021",376,17
India,Andhra Pradesh,Y.S.R.,"Financial Year (Apr - Mar), 2021",219,10
India,Arunachal Pradesh,Anjaw,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Changlang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Dibang Valley,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,East Kameng,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,East Siang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Kamle,"Financial Year (Apr - Mar), 2021",0,2
India,Arunachal Pradesh,Kra Daadi,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Kurung Kumey,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Leparada,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Lohit,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Longding,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Lower Dibang Valley,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Lower Siang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Lower Subansiri,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Namsai,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Pakke Kessang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Papum Pare,"Financial Year (Apr - Mar), 2021",25,1
India,Arunachal Pradesh,Shi Yomi,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Siang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Tawang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Tirap,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Upper Siang,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,Upper Subansiri,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,West Kameng,"Financial Year (Apr - Mar), 2021",0,0
India,Arunachal Pradesh,West Siang,"Financial Year (Apr - Mar), 2021",0,0
India,Assam,Baksa,"Financial Year (Apr - Mar), 2021",794,36
India,Assam,Barpeta,"Financial Year (Apr - Mar), 2021",1101,53
India,Assam,Biswanath,"Financial Year (Apr - Mar), 2021",26,1
India,Assam,Bongaigaon,"Financial Year (Apr - Mar), 2021",591,4
India,Assam,Cachar,"Financial Year (Apr - Mar), 2021",222,25
India,Assam,Charaideo,"Financial Year (Apr - Mar), 2021",0,2
India,Assam,Chirang,"Financial Year (Apr - Mar), 2021",28,1
India,Assam,Darrang,"Financial Year (Apr - Mar), 2021",652,38
India,Assam,Dhemaji,"Financial Year (Apr - Mar), 2021",150,13
India,Assam,Dhubri,"Financial Year (Apr - Mar), 2021",129,5
India,Assam,Dibrugarh,"Financial Year (Apr - Mar), 2021",1193,5
India,Assam,Dima Hasao,"Financial Year (Apr - Mar), 2021",0,1
India,Assam,Goalpara,"Financial Year (Apr - Mar), 2021",161,6
India,Assam,Golaghat,"Financial Year (Apr - Mar), 2021",697,4
India,Assam,Hailakandi,"Financial Year (Apr - Mar), 2021",98,22
India,Assam,Hojai,"Financial Year (Apr - Mar), 2021",3,0
India,Assam,Jorhat,"Financial Year (Apr - Mar), 2021",89,1
India,Assam,Kamrup,"Financial Year (Apr - Mar), 2021",3391,108
India,Assam,Kamrup Metro,"Financial Year (Apr - Mar), 2021",637,23
India,Assam,Karbi Anglong,"Financial Year (Apr - Mar), 2021",46,0
India,Assam,Karimganj,"Financial Year (Apr - Mar), 2021",141,11
India,Assam,Kokrajhar,"Financial Year (Apr - Mar), 2021",28,1
India,Assam,Lakhimpur,"Financial Year (Apr - Mar), 2021",89,3
India,Assam,Majuli,"Financial Year (Apr - Mar), 2021",19,4
India,Assam,Marigaon,"Financial Year (Apr - Mar), 2021",73,2
India,Assam,Nagaon,"Financial Year (Apr - Mar), 2021",259,5
India,Assam,Nalbari,"Financial Year (Apr - Mar), 2021",2448,39
India,Assam,Sivasagar,"Financial Year (Apr - Mar), 2021",896,5
India,Assam,Sonitpur,"Financial Year (Apr - Mar), 2021",31,2
India,Assam,South Salmara Mancachar,"Financial Year (Apr - Mar), 2021",418,19
India,Assam,Tinsukia,"Financial Year (Apr - Mar), 2021",232,2
India,Assam,Udalguri,"Financial Year (Apr - Mar), 2021",320,25
India,Assam,West Karbi Anglong,"Financial Year (Apr - Mar), 2021",0,0
India,Bihar,Araria,"Financial Year (Apr - Mar), 2021",1,2
India,Bihar,Arwal,"Financial Year (Apr - Mar), 2021",62,6
India,Bihar,Aurangabad,"Financial Year (Apr - Mar), 2021",33,6
India,Bihar,Banka,"Financial Year (Apr - Mar), 2021",15,1
India,Bihar,Begusarai,"Financial Year (Apr - Mar), 2021",211,9
India,Bihar,Bhagalpur,"Financial Year (Apr - Mar), 2021",71,6
India,Bihar,Bhojpur,"Financial Year (Apr - Mar), 2021",39,3
India,Bihar,Buxar,"Financial Year (Apr - Mar), 2021",96,5
India,Bihar,Darbhanga,"Financial Year (Apr - Mar), 2021",40,13
India,Bihar,Gaya,"Financial Year (Apr - Mar), 2021",89,16
India,Bihar,Gopalganj,"Financial Year (Apr - Mar), 2021",92,1
India,Bihar,Jamui,"Financial Year (Apr - Mar), 2021",7,1
India,Bihar,Jehanabad,"Financial Year (Apr - Mar), 2021",13,2
India,Bihar,Kaimur (Bhabua),"Financial Year (Apr - Mar), 2021",2,5
India,Bihar,Katihar,"Financial Year (Apr - Mar), 2021",18,1
India,Bihar,Khagaria,"Financial Year (Apr - Mar), 2021",23,0
India,Bihar,Kishanganj,"Financial Year (Apr - Mar), 2021",12,1
India,Bihar,Lakhisarai,"Financial Year (Apr - Mar), 2021",14,2
India,Bihar,Madhepura,"Financial Year (Apr - Mar), 2021",30,2
India,Bihar,Madhubani,"Financial Year (Apr - Mar), 2021",43,2
India,Bihar,Munger,"Financial Year (Apr - Mar), 2021",740,0
India,Bihar,Muzaffarpur,"Financial Year (Apr - Mar), 2021",53,14
India,Bihar,Nalanda,"Financial Year (Apr - Mar), 2021",85,7
India,Bihar,Nawada,"Financial Year (Apr - Mar), 2021",11,1
India,Bihar,Pashchim Champaran,"Financial Year (Apr - Mar), 2021",86,6
India,Bihar,Patna,"Financial Year (Apr - Mar), 2021",4431,452
India,Bihar,Purbi Champaran,"Financial Year (Apr - Mar), 2021",41,7
India,Bihar,Purnia,"Financial Year (Apr - Mar), 2021",158,7
India,Bihar,Rohtas,"Financial Year (Apr - Mar), 2021",286,5
India,Bihar,Saharsa,"Financial Year (Apr - Mar), 2021",7,1
India,Bihar,Samastipur,"Financial Year (Apr - Mar), 2021",174,13
India,Bihar,Saran,"Financial Year (Apr - Mar), 2021",82,4
India,Bihar,Sheikhpura,"Financial Year (Apr - Mar), 2021",18,0
India,Bihar,Sheohar,"Financial Year (Apr - Mar), 2021",0,0
India,Bihar,Sitamarhi,"Financial Year (Apr - Mar), 2021",10,3
India,Bihar,Siwan,"Financial Year (Apr - Mar), 2021",50,0
India,Bihar,Supaul,"Financial Year (Apr - Mar), 2021",0,1
India,Bihar,Vaishali,"Financial Year (Apr - Mar), 2021",125,21
India,Chandigarh,Chandigarh,"Financial Year (Apr - Mar), 2021",932,21
India,Chhattisgarh,Balod,"Financial Year (Apr - Mar), 2021",0,1
India,Chhattisgarh,Balodabazar-Bhatapara,"Financial Year (Apr - Mar), 2021",121,5
India,Chhattisgarh,Balrampur Ramanujganj,"Financial Year (Apr - Mar), 2021",1,0
India,Chhattisgarh,Bastar,"Financial Year (Apr - Mar), 2021",91,0
India,Chhattisgarh,Bemetara,"Financial Year (Apr - Mar), 2021",8,0
India,Chhattisgarh,Bijapur,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Bilaspur,"Financial Year (Apr - Mar), 2021",1126,9
India,Chhattisgarh,Dakshin Bastar Dantewada,"Financial Year (Apr - Mar), 2021",4,1
India,Chhattisgarh,Dhamtari,"Financial Year (Apr - Mar), 2021",6,0
India,Chhattisgarh,Durg,"Financial Year (Apr - Mar), 2021",347,10
India,Chhattisgarh,Gariyaband,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Gaurela Pendra Marwahi,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Janjgir-Champa,"Financial Year (Apr - Mar), 2021",18,1
India,Chhattisgarh,Jashpur,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Kabeerdham,"Financial Year (Apr - Mar), 2021",0,2
India,Chhattisgarh,Kondagaon,"Financial Year (Apr - Mar), 2021",5,0
India,Chhattisgarh,Korba,"Financial Year (Apr - Mar), 2021",432,2
India,Chhattisgarh,Korea,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Mahasamund,"Financial Year (Apr - Mar), 2021",2,1
India,Chhattisgarh,Mungeli,"Financial Year (Apr - Mar), 2021",2,0
India,Chhattisgarh,Narayanpur,"Financial Year (Apr - Mar), 2021",0,0
India,Chhattisgarh,Raigarh,"Financial Year (Apr - Mar), 2021",88,17
India,Chhattisgarh,Raipur,"Financial Year (Apr - Mar), 2021",1149,17
India,Chhattisgarh,Rajnandgaon,"Financial Year (Apr - Mar), 2021",5,3
India,Chhattisgarh,Sukma,"Financial Year (Apr - Mar), 2021",1,0
India,Chhattisgarh,Surajpur,"Financial Year (Apr - Mar), 2021",0,1
India,Chhattisgarh,Surguja,"Financial Year (Apr - Mar), 2021",2,1
India,Chhattisgarh,Uttar Bastar Kanker,"Financial Year (Apr - Mar), 2021",5,1
India,Delhi,Central,"Financial Year (Apr - Mar), 2021",1535,29
India,Delhi,East,"Financial Year (Apr - Mar), 2021",408,20
India,Delhi,New Delhi,"Financial Year (Apr - Mar), 2021",13422,61
India,Delhi,North,"Financial Year (Apr - Mar), 2021",105,10
India,Delhi,North East,"Financial Year (Apr - Mar), 2021",28,11
India,Delhi,North West,"Financial Year (Apr - Mar), 2021",486,18
India,Delhi,Shahdara,"Financial Year (Apr - Mar), 2021",5,0
India,Delhi,South,"Financial Year (Apr - Mar), 2021",1138,40
India,Delhi,South East,"Financial Year (Apr - Mar), 2021",24,3
India,Delhi,South West,"Financial Year (Apr - Mar), 2021",1787,27
India,Delhi,West,"Financial Year (Apr - Mar), 2021",933,25
India,Goa,North Goa,"Financial Year (Apr - Mar), 2021",1336,42
India,Goa,South Goa,"Financial Year (Apr - Mar), 2021",2725,21
India,Gujarat,Ahmadabad,"Financial Year (Apr - Mar), 2021",16321,2087
India,Gujarat,Amreli,"Financial Year (Apr - Mar), 2021",1025,21
India,Gujarat,Anand,"Financial Year (Apr - Mar), 2021",1168,98
India,Gujarat,Arvalli,"Financial Year (Apr - Mar), 2021",489,83
India,Gujarat,Banas Kantha,"Financial Year (Apr - Mar), 2021",1300,27
India,Gujarat,Bharuch,"Financial Year (Apr - Mar), 2021",5562,87
India,Gujarat,Bhavnagar,"Financial Year (Apr - Mar), 2021",1616,41
India,Gujarat,Botad,"Financial Year (Apr - Mar), 2021",288,33
India,Gujarat,Chhotaudepur,"Financial Year (Apr - Mar), 2021",213,43
India,Gujarat,Dang,"Financial Year (Apr - Mar), 2021",60,10
India,Gujarat,Devbhumi Dwarka,"Financial Year (Apr - Mar), 2021",650,2
India,Gujarat,Dohad,"Financial Year (Apr - Mar), 2021",464,64
India,Gujarat,Gandhinagar,"Financial Year (Apr - Mar), 2021",3405,95
India,Gujarat,Gir Somnath,"Financial Year (Apr - Mar), 2021",589,6
India,Gujarat,Jamnagar,"Financial Year (Apr - Mar), 2021",850,24
India,Gujarat,Junagadh,"Financial Year (Apr - Mar), 2021",1109,73
India,Gujarat,Kachchh,"Financial Year (Apr - Mar), 2021",3023,56
India,Gujarat,Kheda,"Financial Year (Apr - Mar), 2021",1359,48
India,Gujarat,Mahesana,"Financial Year (Apr - Mar), 2021",2688,109
India,Gujarat,Mahisagar,"Financial Year (Apr - Mar), 2021",263,49
India,Gujarat,Morbi,"Financial Year (Apr - Mar), 2021",796,140
India,Gujarat,Narmada,"Financial Year (Apr - Mar), 2021",127,4
India,Gujarat,Navsari,"Financial Year (Apr - Mar), 2021",740,18
India,Gujarat,Panch Mahals,"Financial Year (Apr - Mar), 2021",1953,29
India,Gujarat,Patan,"Financial Year (Apr - Mar), 2021",732,39
India,Gujarat,Porbandar,"Financial Year (Apr - Mar), 2021",485,42
India,Gujarat,Rajkot,"Financial Year (Apr - Mar), 2021",4530,257
India,Gujarat,Sabar Kantha,"Financial Year (Apr - Mar), 2021",1315,95
India,Gujarat,Surat,"Financial Year (Apr - Mar), 2021",5925,456
India,Gujarat,Surendranagar,"Financial Year (Apr - Mar), 2021",1083,19
India,Gujarat,Tapi,"Financial Year (Apr - Mar), 2021",746,22
India,Gujarat,Vadodara,"Financial Year (Apr - Mar), 2021",11806,211
India,Gujarat,Valsad,"Financial Year (Apr - Mar), 2021",5318,93
India,Haryana,Ambala,"Financial Year (Apr - Mar), 2021",982,29
India,Haryana,Bhiwani,"Financial Year (Apr - Mar), 2021",955,21
India,Haryana,Charki Dadri,"Financial Year (Apr - Mar), 2021",379,5
India,Haryana,Faridabad,"Financial Year (Apr - Mar), 2021",2818,84
India,Haryana,Fatehabad,"Financial Year (Apr - Mar), 2021",623,25
India,Haryana,Gurugram,"Financial Year (Apr - Mar), 2021",22947,223
India,Haryana,Hisar,"Financial Year (Apr - Mar), 2021",1264,24
India,Haryana,Jhajjar,"Financial Year (Apr - Mar), 2021",2294,27
India,Haryana,Jind,"Financial Year (Apr - Mar), 2021",639,30
India,Haryana,Kaithal,"Financial Year (Apr - Mar), 2021",724,32
India,Haryana,Karnal,"Financial Year (Apr - Mar), 2021",1374,26
India,Haryana,Kurukshetra,"Financial Year (Apr - Mar), 2021",969,19
India,Haryana,Mahendragarh,"Financial Year (Apr - Mar), 2021",530,11
India,Haryana,Nuh,"Financial Year (Apr - Mar), 2021",503,16
India,Haryana,Palwal,"Financial Year (Apr - Mar), 2021",783,24
India,Haryana,Panchkula,"Financial Year (Apr - Mar), 2021",1385,42
India,Haryana,Panipat,"Financial Year (Apr - Mar), 2021",1299,30
India,Haryana,Rewari,"Financial Year (Apr - Mar), 2021",4926,50
India,Haryana,Rohtak,"Financial Year (Apr - Mar), 2021",1304,42
India,Haryana,Sirsa,"Financial Year (Apr - Mar), 2021",850,36
India,Haryana,Sonipat,"Financial Year (Apr - Mar), 2021",2297,131
India,Haryana,Yamunanagar,"Financial Year (Apr - Mar), 2021",1385,41
India,Himachal Pradesh,Bilaspur,"Financial Year (Apr - Mar), 2021",39,7
India,Himachal Pradesh,Chamba,"Financial Year (Apr - Mar), 2021",168,13
India,Himachal Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2021",94,8
India,Himachal Pradesh,Kangra,"Financial Year (Apr - Mar), 2021",275,32
India,Himachal Pradesh,Kinnaur,"Financial Year (Apr - Mar), 2021",30,1
India,Himachal Pradesh,Kullu,"Financial Year (Apr - Mar), 2021",30,16
India,Himachal Pradesh,Lahul and Spiti,"Financial Year (Apr - Mar), 2021",6,1
India,Himachal Pradesh,Mandi,"Financial Year (Apr - Mar), 2021",320,63
India,Himachal Pradesh,Shimla,"Financial Year (Apr - Mar), 2021",223,32
India,Himachal Pradesh,Sirmaur,"Financial Year (Apr - Mar), 2021",574,27
India,Himachal Pradesh,Solan,"Financial Year (Apr - Mar), 2021",4539,137
India,Himachal Pradesh,Una,"Financial Year (Apr - Mar), 2021",218,30
India,Jammu and Kashmir,Anantnag,"Financial Year (Apr - Mar), 2021",1,3
India,Jammu and Kashmir,Bandipora,"Financial Year (Apr - Mar), 2021",2,1
India,Jammu and Kashmir,Baramulla,"Financial Year (Apr - Mar), 2021",6,2
India,Jammu and Kashmir,Budgam,"Financial Year (Apr - Mar), 2021",1,1
India,Jammu and Kashmir,Doda,"Financial Year (Apr - Mar), 2021",0,1
India,Jammu and Kashmir,Ganderbal,"Financial Year (Apr - Mar), 2021",9,3
India,Jammu and Kashmir,Jammu,"Financial Year (Apr - Mar), 2021",306,18
India,Jammu and Kashmir,Kathua,"Financial Year (Apr - Mar), 2021",351,5
India,Jammu and Kashmir,Kishtwar,"Financial Year (Apr - Mar), 2021",14,0
India,Jammu and Kashmir,Kulgam,"Financial Year (Apr - Mar), 2021",3,2
India,Jammu and Kashmir,Kupwara,"Financial Year (Apr - Mar), 2021",0,0
India,Jammu and Kashmir,Poonch,"Financial Year (Apr - Mar), 2021",0,0
India,Jammu and Kashmir,Pulwama,"Financial Year (Apr - Mar), 2021",0,0
India,Jammu and Kashmir,Rajouri,"Financial Year (Apr - Mar), 2021",0,0
India,Jammu and Kashmir,Ramban,"Financial Year (Apr - Mar), 2021",0,1
India,Jammu and Kashmir,Reasi,"Financial Year (Apr - Mar), 2021",32,0
India,Jammu and Kashmir,Samba,"Financial Year (Apr - Mar), 2021",105,45
India,Jammu and Kashmir,Shopian,"Financial Year (Apr - Mar), 2021",0,0
India,Jammu and Kashmir,Srinagar,"Financial Year (Apr - Mar), 2021",78,10
India,Jammu and Kashmir,Udhampur,"Financial Year (Apr - Mar), 2021",17,0
India,Jharkhand,Bokaro,"Financial Year (Apr - Mar), 2021",1242,5
India,Jharkhand,Chatra,"Financial Year (Apr - Mar), 2021",235,0
India,Jharkhand,Deoghar,"Financial Year (Apr - Mar), 2021",179,4
India,Jharkhand,Dhanbad,"Financial Year (Apr - Mar), 2021",1789,5
India,Jharkhand,Dumka,"Financial Year (Apr - Mar), 2021",1,2
India,Jharkhand,East Singhbum,"Financial Year (Apr - Mar), 2021",3137,7
India,Jharkhand,Garhwa,"Financial Year (Apr - Mar), 2021",11,5
India,Jharkhand,Giridih,"Financial Year (Apr - Mar), 2021",31,5
India,Jharkhand,Godda,"Financial Year (Apr - Mar), 2021",219,2
India,Jharkhand,Gumla,"Financial Year (Apr - Mar), 2021",0,0
India,Jharkhand,Hazaribagh,"Financial Year (Apr - Mar), 2021",262,4
India,Jharkhand,Jamtara,"Financial Year (Apr - Mar), 2021",0,0
India,Jharkhand,Khunti,"Financial Year (Apr - Mar), 2021",0,0
India,Jharkhand,Koderma,"Financial Year (Apr - Mar), 2021",3,1
India,Jharkhand,Latehar,"Financial Year (Apr - Mar), 2021",7,1
India,Jharkhand,Lohardaga,"Financial Year (Apr - Mar), 2021",24,0
India,Jharkhand,Pakur,"Financial Year (Apr - Mar), 2021",0,0
India,Jharkhand,Palamu,"Financial Year (Apr - Mar), 2021",2,2
India,Jharkhand,Ramgarh,"Financial Year (Apr - Mar), 2021",655,0
India,Jharkhand,Ranchi,"Financial Year (Apr - Mar), 2021",1096,15
India,Jharkhand,Sahebganj,"Financial Year (Apr - Mar), 2021",3,2
India,Jharkhand,Saraikela Kharsawan,"Financial Year (Apr - Mar), 2021",351,1
India,Jharkhand,Simdega,"Financial Year (Apr - Mar), 2021",0,0
India,Jharkhand,West Singhbhum,"Financial Year (Apr - Mar), 2021",465,1
India,Karnataka,Bagalkote,"Financial Year (Apr - Mar), 2021",130,28
India,Karnataka,Ballari,"Financial Year (Apr - Mar), 2021",2464,51
India,Karnataka,Belagavi,"Financial Year (Apr - Mar), 2021",970,171
India,Karnataka,Bengaluru Rural,"Financial Year (Apr - Mar), 2021",9810,185
India,Karnataka,Bengaluru Urban,"Financial Year (Apr - Mar), 2021",20585,713
India,Karnataka,Bidar,"Financial Year (Apr - Mar), 2021",191,66
India,Karnataka,Chamarajanagara,"Financial Year (Apr - Mar), 2021",409,4
India,Karnataka,Chikkaballapura,"Financial Year (Apr - Mar), 2021",80,8
India,Karnataka,Chikkamagaluru,"Financial Year (Apr - Mar), 2021",14,42
India,Karnataka,Chitradurga,"Financial Year (Apr - Mar), 2021",159,8
India,Karnataka,Dakshina Kannada,"Financial Year (Apr - Mar), 2021",371,165
India,Karnataka,Davangere,"Financial Year (Apr - Mar), 2021",255,29
India,Karnataka,Dharwad,"Financial Year (Apr - Mar), 2021",2203,139
India,Karnataka,Gadag,"Financial Year (Apr - Mar), 2021",52,9
India,Karnataka,Hassan,"Financial Year (Apr - Mar), 2021",215,26
India,Karnataka,Haveri,"Financial Year (Apr - Mar), 2021",275,42
India,Karnataka,Kalaburagi,"Financial Year (Apr - Mar), 2021",3616,87
India,Karnataka,Kodagu,"Financial Year (Apr - Mar), 2021",176,11
India,Karnataka,Kolar,"Financial Year (Apr - Mar), 2021",1966,64
India,Karnataka,Koppal,"Financial Year (Apr - Mar), 2021",485,37
India,Karnataka,Mandya,"Financial Year (Apr - Mar), 2021",180,52
India,Karnataka,Mysuru,"Financial Year (Apr - Mar), 2021",1485,153
India,Karnataka,Raichur,"Financial Year (Apr - Mar), 2021",495,35
India,Karnataka,Ramanagara,"Financial Year (Apr - Mar), 2021",1712,26
India,Karnataka,Shivamogga,"Financial Year (Apr - Mar), 2021",200,13
India,Karnataka,Tumakuru,"Financial Year (Apr - Mar), 2021",733,40
India,Karnataka,Udupi,"Financial Year (Apr - Mar), 2021",205,63
India,Karnataka,Uttara Kannada,"Financial Year (Apr - Mar), 2021",353,52
India,Karnataka,Vijayapura,"Financial Year (Apr - Mar), 2021",191,92
India,Karnataka,Yadgir,"Financial Year (Apr - Mar), 2021",8,7
India,Kerala,Alappuzha,"Financial Year (Apr - Mar), 2021",616,11
India,Kerala,Ernakulam,"Financial Year (Apr - Mar), 2021",2792,65
India,Kerala,Idukki,"Financial Year (Apr - Mar), 2021",170,11
India,Kerala,Kannur,"Financial Year (Apr - Mar), 2021",541,38
India,Kerala,Kasaragod,"Financial Year (Apr - Mar), 2021",89,11
India,Kerala,Kollam,"Financial Year (Apr - Mar), 2021",588,5
India,Kerala,Kottayam,"Financial Year (Apr - Mar), 2021",364,36
India,Kerala,Kozhikode,"Financial Year (Apr - Mar), 2021",666,35
India,Kerala,Malappuram,"Financial Year (Apr - Mar), 2021",186,19
India,Kerala,Palakkad,"Financial Year (Apr - Mar), 2021",1256,15
India,Kerala,Pathanamthitta,"Financial Year (Apr - Mar), 2021",133,3
India,Kerala,Thiruvananthapuram,"Financial Year (Apr - Mar), 2021",2866,53
India,Kerala,Thrissur,"Financial Year (Apr - Mar), 2021",500,30
India,Kerala,Wayanad,"Financial Year (Apr - Mar), 2021",74,20
India,Ladakh,Kargil,"Financial Year (Apr - Mar), 2021",25,0
India,Ladakh,Leh Ladakh,"Financial Year (Apr - Mar), 2021",6,0
India,Lakshadweep,Lakshadweep District,"Financial Year (Apr - Mar), 2021",4,0
India,Madhya Pradesh,Agar-Malwa,"Financial Year (Apr - Mar), 2021",0,1
India,Madhya Pradesh,Alirajpur,"Financial Year (Apr - Mar), 2021",0,0
India,Madhya Pradesh,Anuppur,"Financial Year (Apr - Mar), 2021",469,3
India,Madhya Pradesh,Ashoknagar,"Financial Year (Apr - Mar), 2021",5,1
India,Madhya Pradesh,Balaghat,"Financial Year (Apr - Mar), 2021",353,4
India,Madhya Pradesh,Barwani,"Financial Year (Apr - Mar), 2021",15,0
India,Madhya Pradesh,Betul,"Financial Year (Apr - Mar), 2021",380,2
India,Madhya Pradesh,Bhind,"Financial Year (Apr - Mar), 2021",244,2
India,Madhya Pradesh,Bhopal,"Financial Year (Apr - Mar), 2021",3663,39
India,Madhya Pradesh,Burhanpur,"Financial Year (Apr - Mar), 2021",16,0
India,Madhya Pradesh,Chhatarpur,"Financial Year (Apr - Mar), 2021",11,0
India,Madhya Pradesh,Chhindwara,"Financial Year (Apr - Mar), 2021",323,6
India,Madhya Pradesh,Damoh,"Financial Year (Apr - Mar), 2021",8,3
India,Madhya Pradesh,Datia,"Financial Year (Apr - Mar), 2021",0,0
India,Madhya Pradesh,Dewas,"Financial Year (Apr - Mar), 2021",1540,25
India,Madhya Pradesh,Dhar,"Financial Year (Apr - Mar), 2021",3391,17
India,Madhya Pradesh,Dindori,"Financial Year (Apr - Mar), 2021",9,0
India,Madhya Pradesh,Guna,"Financial Year (Apr - Mar), 2021",80,1
India,Madhya Pradesh,Gwalior,"Financial Year (Apr - Mar), 2021",518,11
India,Madhya Pradesh,Harda,"Financial Year (Apr - Mar), 2021",0,0
India,Madhya Pradesh,Indore,"Financial Year (Apr - Mar), 2021",3494,95
India,Madhya Pradesh,Jabalpur,"Financial Year (Apr - Mar), 2021",1276,5
India,Madhya Pradesh,Jhabua,"Financial Year (Apr - Mar), 2021",10,0
India,Madhya Pradesh,Katni,"Financial Year (Apr - Mar), 2021",174,2
India,Madhya Pradesh,Khandwa (East Nimar),"Financial Year (Apr - Mar), 2021",25,2
India,Madhya Pradesh,Khargone (West Nimar),"Financial Year (Apr - Mar), 2021",27,2
India,Madhya Pradesh,Mandla,"Financial Year (Apr - Mar), 2021",10,1
India,Madhya Pradesh,Mandsaur,"Financial Year (Apr - Mar), 2021",20,0
India,Madhya Pradesh,Morena,"Financial Year (Apr - Mar), 2021",7,3
India,Madhya Pradesh,Narmadapuram,"Financial Year (Apr - Mar), 2021",371,2
India,Madhya Pradesh,Narsimhapur,"Financial Year (Apr - Mar), 2021",142,0
India,Madhya Pradesh,Neemuch,"Financial Year (Apr - Mar), 2021",68,0
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2021",0,2
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2021",185,3
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2021",884,4
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2021",152,1
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2021",398,2
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2021",68,6
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2021",16,2
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2021",116,9
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2021",364,2
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2021",26,0
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2021",220,1
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2021",16,1
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2021",0,0
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2021",13,2
